country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,ninja,Kevan,10.0,-40.88,145.25,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2015,1,1,0,0,13,-163,48.4,9.3,0,0.0,0,0.0,0,1001.6,59.5,5.202,114,,
2015,1,1,1,0,13.1,-149,69.2,9.6,0,0.0,0,0.0,0,1001.2,68.1,5.65,109,,
2015,1,1,2,0,13.2,-136,80.9,10,0,0.0,0,0.0,0,1000.7,245.4,6.181,102,,
2015,1,1,3,0,13.4,-125,79.4,10.5,0,0.0,0,0.0,0,1000.8,215.1,6.22,94,,
2015,1,1,4,0,13.6,-116,86.8,11.1,6,0.0,0,0.0,0,1001.2,191.0,6.434,84,,
2015,1,1,5,0,13.8,-107,88.2,11.8,29,7.0,0,15.134096076803088,0,1001.7,179.3,6.842,73,,
2015,1,1,6,0,14.2,-98,82.3,12.5,78,12.0,0,60.28796088742316,0,1002.3,159.8,6.811,62,,
2015,1,1,7,0,14.8,-88,90.4,13.2,52,24.0,0,137.9128042042691,0,1003,138.1,7.319,51,,
2015,1,1,8,0,15.4,-76,88.5,13.9,95,68.0,0,284.04038403869,0,1003.7,28.5,8.01,40,,
2015,1,1,9,0,15.9,-60,80.8,13.5,179,114.0,0,426.6374979897735,0,1004,263.1,8.093,30,,
2015,1,1,10,0,16.4,-33,59.9,12.3,405,236.0,7,591.0845567693206,0,1004.1,258.3,7.852,21,,
2015,1,1,11,0,16.9,6,25.9,10.9,426,485.0,353,806.2338816661381,0,1004.2,235.9,7.472,19,,
2015,1,1,12,0,17.1,42,5.9,9.7,228,772.0,734,991.3713590878426,0,1004.4,243.1,7.171,23,,
2015,1,1,13,0,17.2,65,7.9,8.6,236,872.0,628,1035.8593086759438,0,1004.7,234.4,7.019,32,,
2015,1,1,14,0,17.2,80,4.1,7.6,155,886.0,606,982.1942497733148,0,1005,232.8,6.556,43,,
2015,1,1,15,0,16.9,91,0,7,74,863.0,544,861.8794380880053,0,1005.3,227.0,5.995,54,,
2015,1,1,16,0,16.3,100,0.2,6.8,65,810.0,349,689.4332559511314,0,1005.7,217.0,5.538,66,,
2015,1,1,17,0,15.6,109,12.4,6.7,75,710.0,117,476.6737448300079,0,1006.1,220.5,4.958,77,,
2015,1,1,18,0,14.7,118,6.9,6.7,30,291.0,10,178.39320122924613,0,1006.5,221.9,4.24,87,,
2015,1,1,19,0,13.5,129,0.6,6.8,0,52.0,0,20.480461182601907,0,1006.9,210.6,4.057,96,,
2015,1,1,20,0,12.3,140,32.9,6.8,0,0.0,0,0.0,0,1007.3,198.9,4.002,104,,
2015,1,1,21,0,11.6,153,18.4,7,0,0.0,0,0.0,0,1007.4,202.4,3.724,111,,
2015,1,1,22,0,11.3,167,0.6,7.3,0,0.0,0,0.0,0,1007.2,198.5,3.488,115,,
2015,1,1,23,0,11,-178,33.5,7.6,0,0.0,0,0.0,0,1007,181.4,3.376,116,,
2015,1,2,0,0,10.9,-163,49.4,7.9,0,0.0,0,0.0,0,1006.8,139.9,3.254,114,,
2015,1,2,1,0,11,-149,41.5,8.2,0,0.0,0,0.0,0,1006.7,93.8,3.309,109,,
2015,1,2,2,0,11.1,-136,13.7,8.5,0,0.0,0,0.0,0,1006.6,85.9,3.833,102,,
2015,1,2,3,0,11.8,-126,0.7,9.1,1,0.0,0,0.0,0,1006.6,95.5,4.9,94,,
2015,1,2,4,0,12.9,-116,34.1,10,36,0.0,0,0.0,0,1006.8,89.6,5.457,84,,
2015,1,2,5,0,14.1,-107,62.1,10.9,84,206.0,0,41.51670559335373,0,1007.1,78.4,5.953,74,,
2015,1,2,6,0,15.5,-98,66.4,11.7,147,370.0,0,175.69248523007892,0,1007,74.0,6.967,62,,
2015,1,2,7,0,17.1,-88,49.3,12.4,326,539.0,3,360.98171784339104,0,1006.8,84.0,8.119,51,,
2015,1,2,8,0,18.7,-76,27.8,13.1,431,601.0,148,538.1757799277405,0,1006.5,85.9,8.791,40,,
2015,1,2,9,0,19.5,-60,23.1,13.4,492,512.0,211,642.7991064706973,0,1006.1,83.1,9.211,30,,
2015,1,2,10,0,19.8,-33,47.7,13.3,440,597.0,72,797.159604676488,0,1005.5,83.5,9.604,22,,
2015,1,2,11,0,19.9,6,51.5,13.2,487,651.0,0,900.2782366462208,0,1005,83.1,9.713,19,,
2015,1,2,12,0,20.1,42,40.8,13.2,574,497.0,1,848.1970952650884,0,1004.4,81.7,9.691,23,,
2015,1,2,13,0,20.1,65,33.4,13.4,545,358.0,44,745.3374403892171,0,1003.7,82.7,10.052,32,,
2015,1,2,14,0,20.2,80,33.2,13.6,474,431.0,27,731.4684004317646,0,1003.1,82.4,10.176,43,,
2015,1,2,15,0,20,91,28.2,13.7,355,657.0,52,757.6366187610863,0,1002.5,84.4,9.549,54,,
2015,1,2,16,0,19.6,100,38.5,13.8,210,694.0000000000001,29,638.1254091547271,0,1001.9,88.9,9.364,66,,
2015,1,2,17,0,19.2,109,21.9,13.8,102,531.0,21,409.32707709300666,0,1001.3,89.4,9.508,77,,
2015,1,2,18,0,19.1,118,37.1,13.8,25,109.0,12,115.41999082096407,0,1000.9,93.4,9.592,87,,
2015,1,2,19,0,19.2,128,20.2,14,0,29.0,0,15.184710788313511,0,1000.6,95.0,9.402,96,,
