country,source,state,timezone,lat,lon,elevation,Temperature Units,Azimuth Units,Cloud Opacity Units,Dew Point Units,DHI Units,DNI Units,EBH Units,GHI Units,Snow Depth Units,Pressure Units,Wind Direction Units,Wind Speed Units,Zenith Units
Australia,ninja,Kevan,10.0,-24.08,151.28,0,deg C,degree,%,deg C,W/m2,W/m2,W/m2,W/m2,cm,mbar,degree,m/s,degree
Year,Month,Day,Hour,Minute,Temperature,Azimuth,Cloud Opacity,Dew Point,DHI,DNI,EBH,GHI,Snow Depth,Pressure,Wind Direction,Wind Speed,Zenith,,
2017,1,1,0,0,13,-163,48.4,9.3,0,0.0,0,0.0,0,1001.6,49.1,3.451,114,,
2017,1,1,1,0,13.1,-149,69.2,9.6,0,0.0,0,0.0,0,1001.2,48.3,3.235,109,,
2017,1,1,2,0,13.2,-136,80.9,10,0,0.0,0,0.0,0,1000.7,49.1,3.024,102,,
2017,1,1,3,0,13.4,-125,79.4,10.5,0,0.0,0,0.0,0,1000.8,48.2,2.92,94,,
2017,1,1,4,0,13.6,-116,86.8,11.1,6,0.0,0,0.0,0,1001.2,59.8,2.849,84,,
2017,1,1,5,0,13.8,-107,88.2,11.8,29,57.0,0,19.000000000000004,0,1001.7,97.0,2.785,73,,
2017,1,1,6,0,14.2,-98,82.3,12.5,78,142.0,0,127.95375877713929,0,1002.3,99.1,2.993,62,,
2017,1,1,7,0,14.8,-88,90.4,13.2,52,351.0,0,330.0815230545194,0,1003,99.9,3.205,51,,
2017,1,1,8,0,15.4,-76,88.5,13.9,95,441.0,0,524.5784569976585,0,1003.7,83.3,3.511,40,,
2017,1,1,9,0,15.9,-60,80.8,13.5,179,497.0,0,696.2078275683957,0,1004,74.4,3.956,30,,
2017,1,1,10,0,16.4,-33,59.9,12.3,405,403.0,7,797.0183542846597,0,1004.1,54.1,4.412,21,,
2017,1,1,11,0,16.9,6,25.9,10.9,426,350.0,353,826.5547429233436,0,1004.2,49.8,4.82,19,,
2017,1,1,12,0,17.1,42,5.9,9.7,228,230.0,734,741.9554331534513,0,1004.4,59.2,5.117,23,,
2017,1,1,13,0,17.2,65,7.9,8.6,236,173.0,628,642.7079919281903,0,1004.7,65.5,5.431,32,,
2017,1,1,14,0,17.2,80,4.1,7.6,155,85.0,606,449.13111231639937,0,1005,64.0,5.684,43,,
2017,1,1,15,0,16.9,91,0,7,74,68.0,544,325.9383946494203,0,1005.3,68.8,5.781,54,,
2017,1,1,16,0,16.3,100,0.2,6.8,65,58.0,349,209.3045119737032,0,1005.7,72.6,5.759,66,,
2017,1,1,17,0,15.6,109,12.4,6.7,75,29.0,117,84.76685863353205,0,1006.1,76.2,5.626,77,,
2017,1,1,18,0,14.7,118,6.9,6.7,30,8.0,10,10.237165513055809,0,1006.5,80.9,5.248,87,,
2017,1,1,19,0,13.5,129,0.6,6.8,0,0.0,0,0.0,0,1006.9,86.0,4.867,96,,
2017,1,1,20,0,12.3,140,32.9,6.8,0,0.0,0,0.0,0,1007.3,96.7,4.644,104,,
2017,1,1,21,0,11.6,153,18.4,7,0,0.0,0,0.0,0,1007.4,89.4,4.398,111,,
2017,1,1,22,0,11.3,167,0.6,7.3,0,0.0,0,0.0,0,1007.2,95.7,4.304,115,,
