,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtailment,CP_wind,CP_pv,CP_el,CP_bat,el_pin,el_pout,comp_pin,bat_pin,bat_pout,bat_e,h2_storage_pin,h2_storage_pout,H2CP_h2_storage,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Direct_pipeline_supply,Time
6828,1126.6988073200282,-1126.6988073200282,0.0,0.0,1126.6988073200282,-14376.199902579601,-3521.902242989158,-2.2737367544323206e-12,3521.902242989158,14376.199902579601,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,811.9431858290021,0.027387709166666666,-507.22221228256427,-732.8876625617415,180.0,180.0,2021-10-12 12:00:00
6829,1498.6518095038682,-1498.6518095038682,0.0,0.0,1498.6518095038682,-14214.237283902201,-4055.817863850397,-9.094947017729282e-13,4055.817863850397,14214.237283902201,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,924.772289255398,0.0661601925,-946.1949791453902,-1010.14139555717,180.0,180.0,2021-10-12 13:00:00
6830,1755.454925424512,-1755.454925424512,0.0,0.0,1755.454925424512,-13919.0261608668,-4607.832102806441,-9.094947017729282e-13,4607.832102806441,13919.0261608668,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1037.601392681794,0.07277743833333333,-746.5535435861216,-1212.538674800658,180.0,180.0,2021-10-12 14:00:00
6831,17676.75051593156,-17676.75051593156,0.0,0.0,17676.75051593156,-12841.590015065001,-4835.1605008665565,0.0,4835.1605008665565,12841.590015065001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,857.6013926817941,0.094770025,-13313.717683863784,-12316.796696722264,180.0,0.0,2021-10-12 15:00:00
6832,-2940.7473311481353,0.0,2940.7473311481353,-2940.7473311481353,0.0,-9687.3539407764,-4143.302066324194,-9.094947017729282e-13,4143.302066324194,9687.3539407764,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,970.43049610819,0.0535092625,1302.2673417195008,2078.875103043425,180.0,180.0,2021-10-12 16:00:00
6833,-2581.196960042347,0.0,2581.196960042347,-2581.196960042347,0.0,-2488.9319222476006,-3766.507069756134,0.0,3766.507069756134,2488.9319222476006,-8708.222818604228,0.0,8708.222818604228,-154.71461860464365,128.41313344185423,0.0,0.0,0.0,0.0,-25.285381395356353,0.0,945.1451147128337,0.06536682083333334,1991.764707155935,1839.6704624724584,180.0,154.71461860464365,2021-10-12 17:00:00
6834,0.0,0.0,0.0,0.0,0.0,-0.0,-4010.7437693536494,-9.094947017729282e-13,4010.7437693536494,0.0,-3952.460031328225,0.0,3952.460031328225,-70.22137111496846,58.28373802542382,0.0,0.0,0.0,0.0,-109.77862888503152,0.0,835.3664858278022,0.15017252,0.0,0.0,180.0,70.22137111496848,2021-10-12 18:00:00
6835,0.0,0.0,0.0,0.0,0.0,-0.0,-2301.7917718299177,0.0,2301.7917718299177,0.0,-2268.342357872459,0.0,2268.342357872459,-40.30049874392694,33.449413957459356,0.0,0.0,0.0,0.0,-139.69950125607306,0.0,695.6669845717291,0.10550919750000001,0.0,0.0,180.0,40.30049874392694,2021-10-12 19:00:00
6836,0.0,0.0,0.0,0.0,0.0,-0.0,-1222.2948472026362,-4.547473508864641e-13,1222.2948472026362,0.0,-1204.532577468894,0.0,1204.532577468894,-21.400324980411824,17.762269733741814,0.0,0.0,0.0,0.0,-158.59967501958818,0.0,537.067309552141,0.07122038833333333,0.0,0.0,180.0,21.400324980411824,2021-10-12 20:00:00
6837,-15477.525756494799,0.0,15477.525756494799,-15477.525756494799,0.0,-0.0,-1293.8775817539324,-1.8189894035458565e-12,1293.8775817539324,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,649.8964129785369,0.054016494166666665,7972.6637243538735,11385.711965736476,180.0,180.0,2021-10-12 21:00:00
