,Location,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval
35,QLD1,2021,2007.3990518416194,96106616.61077058,60,-0.07388797129585517,14.752631994059477,-49.80779053698827,-43.32339651424682,-41.06764453982161,-44.88850258271781,265641.5495306041,0.0,-1.0913936421275139e-11,-265.6415495306041,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,29506.0,-15928.17047636936,4320.0,610.1852854254471,0,1,0,1
36,QLD1,2021,2009.5043014805117,96106616.61077058,60,0.5926479123222278,14.75263199405948,-18.877753329334855,-14.363929399970008,-15.528776663939142,-17.01328386470919,100681.3510897859,0.0,-6.821210263296962e-12,-100.68135108978589,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,27157.0,-2935.772704920457,4320.0,610.1852854254471,0,1,0,1
37,QLD1,2021,2008.8195461516245,96106616.61077058,60,0.4632820635185185,14.752631994059481,-23.087241306392414,-23.774661858426786,-19.653338306713046,-20.431422639593894,132732.18129419084,-11822.940468100942,-1.0793144156195922e-11,-123.13195363409288,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,19682.0,-7161.691306051587,4320.0,610.1852854254471,0,1,0,1
38,QLD1,2021,2008.7551104155186,96106616.61077058,60,0.21512153861798392,14.75263199405948,-36.406350064305805,-36.21601094040507,-30.53838754230256,-32.810661169065725,194167.20034296426,0.0,-8.981260180007666e-12,-194.16720034296426,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,25821.0,-7559.351848878197,4320.0,610.1852854254471,0,1,0,1
39,QLD1,2021,2009.0843777712705,96106616.61077058,60,0.966328294428816,14.752631994059476,10.731745767038019,11.716852508117189,11.803113326032706,12.236673095073801,8321.391942259354,-80735.67655968241,-1.77351466845721e-11,57.23597742420277,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,14709.0,-5527.301881952424,4320.0,610.1852854254471,0,1,0,1
40,QLD1,2021,2009.6043586126484,96106616.61077058,60,0.7530379775480606,14.752631994059481,-11.439599907899243,-11.493201541776465,-9.800353127598028,-10.309762879958576,61011.19950879596,0.0,-1.2732925824820995e-11,-61.01119950879596,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,19727.0,-2318.2772608755076,4320.0,610.1852854254471,0,1,0,1
41,QLD1,2021,2009.062249904297,96106616.61077058,60,0.3313849513748728,14.752631994059477,-30.995638161394385,-24.899029467330312,-26.82126533551049,-27.93434056520729,165310.07019410338,0.0,-1.3642420526593924e-11,-165.3100701941034,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,24603.0,-5663.862432416927,4320.0,610.1852854254471,0,1,0,1
42,QLD1,2021,2009.783448431433,96106616.61077058,60,0.827691510274603,14.752631994059481,-6.766907044025052,-5.768504929583748,-5.198885318849123,-5.843970282077431,42597.72692938185,-8014.231561471568,-2.0406787371030077e-11,-36.09017090146694,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,17062.0,-1213.0372363774932,4320.0,610.1852854254471,0,1,0,1
43,QLD1,2021,2009.9581000207784,96106616.61077058,60,0.9433415883955059,14.752631994059485,-1.6375146312789732,-0.7830112952997246,-1.021334987526622,-1.2693685659265277,14009.388425238702,-6497.508692632402,-1.949729266925715e-11,-8.73341136682119,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,4022.0,-135.18742784658053,4320.0,610.1852854254471,0,1,0,1
44,QLD1,2021,2010.4347033861143,96106616.61077058,60,1.0,14.752631994059477,11.21056665755215,12.429565227452967,12.353565367253601,12.442549504368227,0.0,-73632.62172448044,-1.91562321560923e-11,59.789688840278124,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,16772.0,2806.1361982285057,4320.0,610.1852854254471,0,1,0,1
45,QLD1,2021,2009.9759839868,96106616.61077058,60,0.9642169190781663,14.752631994059481,-0.6160912030867497,-0.5872962183478665,-0.19750959817275096,-0.33773965991983423,8845.174356586182,-6846.495821170176,-1.836042429204099e-11,-3.2858197497959982,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,6847.0,-24.81780896934096,4320.0,610.1852854254471,0,1,0,1
46,QLD1,2021,2009.5853266271706,96106616.61077058,60,0.6623932300017908,14.75263199405948,-13.295546444280186,-6.13432007613297,-10.30576185609667,-11.49127003913758,83462.96606171051,-15459.833775307297,-2.0463630789890885e-11,-70.90958103616099,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,29005.0,-2435.7317998251547,4320.0,610.1852854254471,0,1,0,1
47,QLD1,2021,2010.1020240625146,96106616.61077058,60,0.9346929367340331,14.752631994059481,2.4297430769663286,2.9737415390456294,3.4543872636465087,3.328402136279518,16144.72775238882,-35841.57327119364,-2.0463630789890885e-11,12.958629743820419,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,10216.0,753.0295154387654,4320.0,610.1852854254471,0,1,0,1
48,QLD1,2021,2010.6653056800692,96106616.61077058,60,1.0,14.752631994059481,16.69580409952596,15.389432529044209,17.91257573304864,18.530585952462975,0.0,-109660.45385567132,-1.546140993013978e-11,89.04428853080512,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,14540.0,4229.2817837770845,4320.0,610.1852854254471,0,1,0,1
49,QLD1,2021,2010.970289521196,96106616.61077058,60,1.0,14.75263199405948,22.157991522294676,17.634571173451832,25.42624302749451,24.593039304377406,0.0,-145536.89013001428,-1.2278178473934531e-11,118.17595478557159,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,16539.0,6111.467774732547,4320.0,610.1852854254471,0,1,0,1
50,QLD1,2021,2010.4513889424338,96106616.61077058,60,0.9972330779792238,14.752631994059481,10.60742962689239,11.32439237480161,12.338107777728748,11.799902681825502,684.2850192878706,-70513.84609529632,-2.2964741219766438e-11,56.57295801009275,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,15404.0,2909.1099172264585,4320.0,610.1852854254471,0,1,0,1
51,QLD1,2021,2010.5071762953646,96106616.61077058,60,0.9894938530476631,14.752631994059483,13.57787646354361,16.437539633780716,14.826452068123507,15.17166938310439,2598.2927530782363,-92381.32252706586,-2.3987922759260982e-11,72.41534113889925,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,16680.0,3253.3975810288684,4320.0,610.1852854254471,0,1,0,1
52,QLD1,2021,2006.5291171917247,96106616.61077058,60,0.7805246307567939,14.75263199405948,-6.912465674156801,-5.437356230604054,-5.743078365876737,-5.549185884964284,54261.7080297583,-21422.690189969664,-1.6143530956469476e-11,-36.866483595502935,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,17095.0,-21296.910030005427,4320.0,610.1852854254471,0,1,0,1
53,QLD1,2021,2008.709051522193,96106616.61077058,60,0.116530074105631,14.75263199405948,-40.98056917462642,-32.6049861045483,-33.59442936071366,-36.933105552441084,218563.03559800753,0.0,-1919.595148865863,-218.56303559800753,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,27365.0,-7843.6010191164105,4320.0,610.1852854254471,0,1,0,1
54,QLD1,2021,2008.4178438036715,96106616.61077058,60,-0.04635231638102452,14.75263199405948,-48.48576191469111,-48.26127715255811,-40.92492646050989,-43.6860466794893,258871.83816927235,-346.19206599316925,-2.5409008230781183e-11,-258.5907302116859,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,22549.0,-9640.768653419378,4320.0,610.1852854254471,0,1,0,1
55,QLD1,2021,2008.7277375374945,96106616.61077058,60,0.3774353896796685,14.75263199405948,-28.879692790194785,-28.230208625826748,-25.147553310748872,-26.027377452891585,154025.02821437217,0.0,-1.4438228390645236e-11,-154.02502821437218,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,17093.0,-7728.281610396583,4320.0,610.1852854254471,0,1,0,1
56,QLD1,2021,2007.921129884592,96106616.61077058,60,0.6022579271307855,14.752631994059481,-18.26478680971259,-13.511707691740709,-15.86959929372801,-16.42525148663801,98322.27584955358,-1120.7875998601594,-8.071765478234738e-12,-97.41219631846714,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,20069.0,-12706.203125455784,4320.0,610.1852854254471,0,1,0,1
57,QLD1,2021,2009.0084641699057,96106616.61077058,60,0.6560814532275415,14.75263199405948,-14.878296002188803,-12.362294541970371,-12.941931702107365,-13.186455266327568,85034.90620145168,-6999.99284455429,-1.2676082405960187e-11,-79.3509120116736,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,23291.0,-5995.797250375135,4320.0,610.1852854254471,0,1,0,1
58,QLD1,2021,2007.8286943537394,96106616.61077058,60,0.1921714768563404,14.752631994059477,-37.45906365429738,-32.76631694774109,-33.34774234714229,-33.75940304646554,199781.67282291935,0.0,-7.275957614183426e-12,-199.78167282291935,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,26724.0,-13276.66240157261,4320.0,610.1852854254471,0,1,0,1
59,QLD1,2021,2007.534372973671,96106616.61077058,60,0.3519810443059991,14.75263199405948,-25.789128946906143,-22.906462820935417,-21.28026325749281,-22.35293231318295,160267.89041930588,-27987.52385362044,-1.546140993013978e-11,-137.54202105016608,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,28076.0,-15093.045775710096,4320.0,610.1852854254471,0,1,0,1
60,QLD1,2021,2008.2958948781795,96106616.61077058,60,0.3036077245210308,14.75263199405948,-32.118805578628795,-28.68516736249095,-28.087636930220793,-28.90954314955897,172246.8999153246,-1165.7678521810992,-1.7109869077103212e-11,-171.30029641935354,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,25900.0,-10393.367736456934,4320.0,610.1852854254471,0,1,0,1
61,QLD1,2021,2008.455778894773,96106616.61077058,60,-0.06152665391096687,14.75263199405948,-49.23249622686571,-39.70325355908812,-39.39412804946977,-44.37002746371848,262573.31320995046,0.0,-1.0913936421275139e-11,-262.57331320995047,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,29459.0,-9406.654948337005,4320.0,610.1852854254471,0,1,0,1
62,QLD1,2021,2008.28443301894,96106616.61077058,60,0.08645492275702191,14.752631994059483,-42.37777211139103,-43.59287853025172,-36.88153535777994,-38.19231313742648,226014.78459408547,0.0,-1.6370904631912708e-11,-226.01478459408548,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,23217.0,-10464.103782048589,4320.0,610.1852854254471,0,1,0,1
63,QLD1,2021,2007.1667377075748,96106616.61077058,60,0.47397239201287444,14.75263199405948,-23.325869795371958,-22.308281292590056,-21.165420828720745,-20.798559832598066,130117.79568736536,-7035.907362949421,-1.3528733688872308e-11,-124.40463890865044,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,16908.0,-17361.88056075857,4320.0,610.1852854254471,0,1,0,1
64,QLD1,2021,2008.7826932440726,96106616.61077058,60,0.08249244171517134,14.752631994059483,-42.54937868096726,-44.256435633520326,-36.021385896485555,-38.34697091000753,226930.01963182536,0.0,-1.63140612130519e-11,-226.93001963182536,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,23355.0,-7389.126392659839,4320.0,610.1852854254471,0,1,0,1
65,QLD1,2021,2008.1749790760393,96106616.61077058,60,0.04934066839368158,14.75263199405948,-44.09931273908355,-39.7289370859862,-37.81277320141862,-39.74382506114937,235196.3346084456,0.0,-1.0857093002414331e-11,-235.19633460844562,AA,0,0,18580.55114,18767.39498,16482.09525,79920.31866,Lined Rock,180.24811375902965,22689.0,-11139.590972521197,4320.0,610.1852854254471,0,1,0,1
