,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtailment,CP_wind,CP_pv,CP_el,CP_bat,el_pin,el_pout,comp_pin,bat_pin,bat_pout,bat_e,h2_storage_pin,h2_storage_pout,H2CP_h2_storage,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Direct_pipeline_supply,Time
0,-9295.969942106209,0.0,9295.969942106209,-9295.969942106209,0.0,0.0,-984.8586293223613,0.0,984.8586293223613,0.0,-10131.42857142857,0.0,10131.42857142857,-180.0,149.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03794262454545455,8198.274658659195,7021.609885760534,180.0,180.0,2021-01-01 00:00:00
1,-9125.086935840522,0.0,9125.086935840522,-9125.086935840522,0.0,0.0,-1155.7416355880487,0.0,1155.7416355880487,0.0,-10131.42857142857,0.0,10131.42857142857,-180.0,149.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034325,7955.995379509557,6982.1717136451225,180.0,180.0,2021-01-01 01:00:00
2,-15942.839079336041,0.0,15942.839079336041,-15942.839079336041,0.0,0.0,-828.5642589126894,0.0,828.5642589126894,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,112.82910342639593,0.02883583333333334,14432.637292850179,12082.668326121227,180.0,180.0,2021-01-01 02:00:00
3,-16430.126226469227,0.0,16430.126226469227,-16430.126226469227,0.0,0.0,-341.27711177950374,0.0,341.27711177950374,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,225.65820685279186,0.026915833333333337,14904.937199053258,12452.488668268568,180.0,180.0,2021-01-01 03:00:00
4,-16691.650967618065,0.0,16691.650967618065,-16691.650967618065,0.0,0.0,-79.752370630665,0.0,79.752370630665,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,338.4873102791878,0.03052790333333334,15040.35053176854,12728.038976725951,180.0,180.0,2021-01-01 04:00:00
5,-15787.201995922947,0.0,15787.201995922947,-15787.201995922947,0.0,0.0,-984.2013423257838,0.0,984.2013423257838,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,451.3164137055837,0.02849319416666667,14131.158293794102,11895.649157645388,180.0,180.0,2021-01-01 05:00:00
6,-11919.151550579898,0.0,11919.151550579898,-11919.151550579898,0.0,-3660.017368999601,-1192.2344186692317,0.0,1192.2344186692317,3660.017368999601,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,564.1455171319797,0.015691041666666666,10419.940364273292,8598.784467745378,180.0,180.0,2021-01-01 06:00:00
7,-9319.291403683792,0.0,9319.291403683792,-9319.291403683792,0.0,-6273.001772065001,-1179.1101624999374,0.0,1179.1101624999374,6273.001772065001,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,676.9746205583756,0.017331826666666668,6588.917283363627,6409.1311802037035,180.0,180.0,2021-01-01 07:00:00
8,-8969.890698823967,0.0,8969.890698823967,-8969.890698823967,0.0,-5661.184695717,-2140.327943707764,0.0,2140.327943707764,5661.184695717,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,789.8037239847715,0.02182701833333333,6788.95704311905,6009.669194142152,180.0,180.0,2021-01-01 08:00:00
9,-3191.2825418880348,0.0,3191.2825418880348,-3191.2825418880348,0.0,-9915.190115833602,-3664.930680527093,0.0,3664.930680527093,9915.190115833602,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,902.6328274111675,0.0316309,2367.203014046599,2171.116242732071,180.0,180.0,2021-01-01 09:00:00
10,-4410.42206933347,0.0,4410.42206933347,-4410.42206933347,0.0,-10286.596862487802,-2074.384406427458,0.0,2074.384406427458,10286.596862487802,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1015.4619308375634,0.027059839999999998,3981.551959500075,2939.1856293043497,180.0,180.0,2021-01-01 10:00:00
11,-2247.59099616371,0.0,2247.59099616371,-2247.59099616371,0.0,-9862.453735939802,-4661.35860614522,0.0,4661.35860614522,9862.453735939802,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1128.2910342639593,0.027918585000000003,1676.0561298386176,1470.5159695568886,180.0,180.0,2021-01-01 11:00:00
12,1391.3606540196517,-1391.3606540196517,0.0,0.0,1391.3606540196517,-11582.6731598066,-6580.090832461782,0.0,6580.090832461782,11582.6731598066,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1241.1201376903553,0.031453682499999996,-705.8874665695828,-944.4440052179638,180.0,180.0,2021-01-01 12:00:00
