,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Time,,
5561,4651.770455,-4651.770455,0,0,4651.770455,-1076.933557,-3574.836898,-4.55E-13,0,3574.836898,1076.933557,0,0,0,0,0,0,36124.28552,0.10530384,-1055.660787,-3363.018972,0,20/08/2021 17:00,,
5562,4075.366097,-4075.366097,0,0,4075.366097,0,-4075.366097,0,0,4075.366097,0,0,0,0,0,0,0,36124.28552,0.109087878,-2721.692003,-2950.349151,0,20/08/2021 18:00,,
5563,0,0,0,0,0,0,-4953.936239,0,0,4953.936239,0,-4881.94612,4881.94612,-86.73508334,71.99011918,0,0,36124.28552,0.076983094,0,0,86.73508334,20/08/2021 19:00,,
5564,0,0,0,0,0,0,-6647.117939,0,0,6647.117939,0,-6550.522668,6550.522668,-116.3798444,96.59527081,0,0,36124.28552,0.081112375,0,0,116.3798444,20/08/2021 20:00,,
5565,0,0,0,0,0,0,-8224.418426,0,0,8224.418426,0,-8104.901978,8104.901978,-143.9957204,119.5164479,0,0,36124.28552,0.09155213,0,0,143.9957204,20/08/2021 21:00,,
5566,12063.49631,-12063.49631,0,0,12063.49631,0,-12063.49631,0,0,12063.49631,0,0,0,0,0,0,0,36124.28552,0.103131867,-1731.478092,-8829.574501,0,20/08/2021 22:00,,
5567,0,0,0,0,0,0,-9867.399033,0,0,9867.399033,0,-9724.006951,9724.006951,-172.7615448,143.3920822,0,0,36124.28552,0.078738795,0,0,172.7615448,20/08/2021 23:00,,
5568,0,0,0,0,0,0,-10024.42822,0,0,10024.42822,0,-9878.754207,9878.754207,-175.5108615,145.6740151,0,0,36124.28552,0.064990234,0,0,175.5108615,21/08/2021 0:00,,
5569,0,0,0,0,0,0,-8934.476009,0,0,8934.476009,0,-8804.641074,8804.641074,-156.4276333,129.8349356,0,0,36124.28552,0.061936902,0,0,156.4276333,21/08/2021 1:00,,
5570,-6457.54872,0,6457.54872,-6457.54872,0,0,-7932.502757,0,0,7932.502757,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,36124.28552,0.034031073,5508.051754,4903.140483,251.945575,21/08/2021 2:00,,
5571,-3644.377219,0,3644.377219,-3644.377219,0,0,-10745.67426,0,0,10745.67426,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,36124.28552,0.019229931,3179.884436,2748.248751,251.945575,21/08/2021 3:00,,
5572,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,36230.39776,0.023945885,0,0,145.8333302,21/08/2021 4:00,,
5573,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,36336.51001,0.034066964,0,0,145.8333302,21/08/2021 5:00,,
5574,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,36336.51001,0.050057492,-46.08817447,-32.86150104,251.945575,21/08/2021 6:00,,
5575,2061.16439,-2061.16439,0,0,2061.16439,-2017.65837,-14433.5575,0,0,14433.5575,2017.65837,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,36336.51001,0.044282101,-467.3699135,-1462.492028,251.945575,21/08/2021 7:00,,
5576,0,0,0,0,0,-59.79166539,-14433.5575,0,-1221.631904,14433.5575,59.79166539,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,36588.45558,0.029995393,0,0,0,21/08/2021 8:00,,
5577,1334.115029,-1334.115029,0,0,1334.115029,-1392.749158,-14433.5575,0,0,14433.5575,1392.749158,-14180.93665,14180.93665,-251.945575,311.2549765,249.1223153,0,36837.5779,0.034424494,-883.964477,-842.8405106,2.823259696,21/08/2021 9:00,,
5578,0,0,0,0,0,-1455.723591,-13037.62557,-1040.392898,0,13037.62557,1455.723591,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,37089.52347,0,0,0,0,21/08/2021 10:00,,
5579,-2861.729555,0,2861.729555,-2861.729555,0,-1978.034008,-9550.287914,0,0,9550.287914,1978.034008,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,37089.52347,0,566.3622187,1806.085757,251.945575,21/08/2021 11:00,,
5580,-4873.414595,0,4873.414595,-4873.414595,0,-2320.14792,-7196.488962,0,-4.55E-13,7196.488962,2320.14792,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,37089.52347,0,0,3233.4879,251.945575,21/08/2021 12:00,,
5581,-6139.891705,0,6139.891705,-6139.891705,0,-1696.535935,-6553.623838,-9.09E-13,0,6553.623838,1696.535935,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,37089.52347,0,0,4027.68602,251.945575,21/08/2021 13:00,,
5582,-9038.258357,0,9038.258357,-9038.258357,0,-793.1948212,-4558.598299,0,-3.41E-13,4558.598299,793.1948212,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,37089.52347,0.009113354,2571.862631,5792.528009,251.945575,21/08/2021 14:00,,
5583,-10036.26458,0,10036.26458,-10036.26458,0,-288.8097111,-4064.977183,-4.55E-13,0,4064.977183,288.8097111,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,37089.52347,0.02420276,8901.386429,6619.190092,251.945575,21/08/2021 15:00,,
5584,0,0,0,0,0,-217.8160623,-5188.497307,0,0,5188.497307,217.8160623,-5327.74935,5327.74935,-94.65544531,78.5640196,0,0,37089.52347,0.074540304,0,0,94.65544531,21/08/2021 16:00,,
5585,5529.126888,-5529.126888,0,0,5529.126888,-40.92158831,-5488.205299,0,0,5488.205299,40.92158831,0,0,0,0,0,0,37089.52347,0.098006879,-2097.695413,-3983.434834,0,21/08/2021 17:00,,
5586,4744.365506,-4744.365506,0,0,4744.365506,0,-4744.365506,0,0,4744.365506,0,0,0,0,0,0,0,37089.52347,0.115946044,-1849.32284,-3425.972946,0,21/08/2021 18:00,,
5587,0,0,0,0,0,0,-5522.751333,0,0,5522.751333,0,-5442.495248,5442.495248,-96.69407802,80.25608475,0,0,37089.52347,0.076982954,0,0,96.69407802,21/08/2021 19:00,,
5588,0,0,0,0,0,0,-5551.254132,0,0,5551.254132,0,-5470.583848,5470.583848,-97.19311405,80.67028466,0,0,37089.52347,0.088214358,0,0,97.19311405,21/08/2021 20:00,,
5589,7139.120585,-7139.120585,0,0,7139.120585,0,-7139.120585,0,0,7139.120585,0,0,0,0,0,0,0,37089.52347,0.111534224,-672.6556018,-5342.224088,0,21/08/2021 21:00,,
5590,0,0,0,0,0,0,-4626.719387,0,0,4626.719387,0,-4559.484351,4559.484351,-81.00606716,67.23503574,0,0,37089.52347,0.088686423,0,0,81.00606716,21/08/2021 22:00,,
5591,0,0,0,0,0,0,-13508.59211,0,0,13508.59211,0,-13312.28657,13312.28657,-236.5127055,196.3055456,0,0,37089.52347,0.070667362,0,0,236.5127055,21/08/2021 23:00,,
5592,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,37089.52347,0.057064879,-33.35172372,-32.57920284,251.945575,22/08/2021 0:00,,
5593,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,37195.63572,0.042595261,0,0,145.8333302,22/08/2021 1:00,,
5594,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,37301.74796,0.043481733,0,0,145.8333302,22/08/2021 2:00,,
5595,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,37407.86021,0.042999881,0,0,145.8333302,22/08/2021 3:00,,
5596,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,37513.97245,0.041473305,0,0,145.8333302,22/08/2021 4:00,,
5597,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,37513.97245,0.049509408,-39.14715079,-33.15672593,251.945575,22/08/2021 5:00,,
5598,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,37513.97245,0.047535476,-38.93825738,-33.24398256,251.945575,22/08/2021 6:00,,
5599,0,0,0,0,0,-59.79166539,-14433.5575,0,-1101.343662,14433.5575,59.79166539,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,37765.91803,0.025173704,0,0,0,22/08/2021 7:00,,
5600,0,0,0,0,0,-3336.347708,-11157.00145,-3276.556043,0,11157.00145,3336.347708,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,38017.8636,0,0,0,0,22/08/2021 8:00,,
5601,0,0,0,0,0,-3527.39374,-10965.95542,-662.5826129,0,10965.95542,3527.39374,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,38269.80918,0,0,0,0,22/08/2021 9:00,,
5602,0,0,0,0,0,-5838.932796,-8654.416367,-646.293215,0,8654.416367,5838.932796,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,38521.75475,0,0,0,0,22/08/2021 10:00,,
5603,-2373.984533,0,2373.984533,-2373.984533,0,-6355.46466,-5660.602284,0,0,5660.602284,6355.46466,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,38521.75475,0,267.1542063,1707.170856,251.945575,22/08/2021 11:00,,
5604,-3409.002224,0,3409.002224,-3409.002224,0,-6956.670012,-4024.379241,-4.55E-13,0,4024.379241,6956.670012,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,38521.75475,0,0,2379.412733,251.945575,22/08/2021 12:00,,
5605,-4528.361831,0,4528.361831,-4528.361831,0,-7195.713411,-2699.369501,0,0,2699.369501,7195.713411,-14180.93665,14180.93665,-251.945575,242.5080927,81.44698898,0,38603.20174,0,0,3121.754632,170.498586,22/08/2021 13:00,,
5606,-6653.620366,0,6653.620366,-6653.620366,0,-6482.121103,-1357.607694,0,0,1357.607694,6482.121103,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,38855.14732,0,1187.658457,4466.515894,0,22/08/2021 14:00,,
5607,-5753.331662,0,5753.331662,-5753.331662,0,-5736.68779,-2900.032025,-4.55E-13,0,2900.032025,5736.68779,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,38855.14732,0.037829075,3247.885669,3750.812496,251.945575,22/08/2021 15:00,,
5608,0,0,0,0,0,-4427.668683,-5464.3084,-9.09E-13,0,5464.3084,4427.668683,-9748.227835,9748.227835,-173.1918651,143.749248,0,0,38855.14732,0.054289882,0,0,173.1918651,22/08/2021 16:00,,
5609,0,0,0,0,0,-884.4723698,-4408.065434,0,0,4408.065434,884.4723698,-5215.627159,5215.627159,-92.66342669,76.91064415,0,0,38855.14732,0.088618839,0,0,92.66342669,22/08/2021 17:00,,
5610,6724.660023,-6724.660023,0,0,6724.660023,0,-6724.660023,0,0,6724.660023,0,0,0,0,0,0,0,38855.14732,0.098915901,-371.6168173,-4754.564705,0,22/08/2021 18:00,,
5611,0,0,0,0,0,0,-9512.685057,0,0,9512.685057,0,-9374.447644,9374.447644,-166.5511003,138.2374132,0,0,38855.14732,0.051133087,0,0,166.5511003,22/08/2021 19:00,,
5612,-6639.144238,0,6639.144238,-6639.144238,0,0,-7750.907239,0,0,7750.907239,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,38855.14732,0.048616171,6022.037163,4688.367637,251.945575,22/08/2021 20:00,,
5613,0,0,0,0,0,0,-8702.365604,0,0,8702.365604,0,-8575.903674,8575.903674,-152.3637709,126.4619298,0,0,38855.14732,0.051254856,0,0,152.3637709,22/08/2021 21:00,,
5614,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,38855.14732,0.049718702,-40.14236888,-32.50864276,251.945575,22/08/2021 22:00,,
5615,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,38961.25956,0.042317169,0,0,145.8333302,22/08/2021 23:00,,
5616,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,39067.3718,0.037823627,0,0,145.8333302,23/08/2021 0:00,,
5617,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,39173.48405,0.024180493,0,0,145.8333302,23/08/2021 1:00,,
5618,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,39279.59629,0.010292589,0,0,145.8333302,23/08/2021 2:00,,
5619,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,39385.70854,0.029216964,0,0,145.8333302,23/08/2021 3:00,,
5620,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,39491.82078,0.029548487,0,0,145.8333302,23/08/2021 4:00,,
5621,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,39597.93303,0.022963029,0,0,145.8333302,23/08/2021 5:00,,
5622,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,39597.93303,0.049467683,-31.14016009,-31.90409715,251.945575,23/08/2021 6:00,,
5623,3963.133774,-3963.133774,0,0,3963.133774,-3919.627754,-14433.5575,0,0,14433.5575,3919.627754,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,39597.93303,0.048494534,-2510.549356,-2661.682146,251.945575,23/08/2021 7:00,,
5624,0,0,0,0,0,-289.2212913,-14204.12787,0,-7367.479119,14204.12787,289.2212913,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,39849.8786,0.006690995,0,0,0,23/08/2021 8:00,,
5625,0,0,0,0,0,-4433.211376,-10060.13779,-4054.899831,0,10060.13779,4433.211376,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,40101.82418,0.008479912,0,0,0,23/08/2021 9:00,,
5626,0,0,0,0,0,-4346.614328,-10146.73484,0,-355.830438,10146.73484,4346.614328,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,40353.76975,0.001911856,0,0,0,23/08/2021 10:00,,
5627,-3139.640715,0,3139.640715,-3139.640715,0,-5483.964552,-5788.62507,0,0,5788.62507,5483.964552,-14180.93665,14180.93665,-251.945575,231.2936866,54.09477897,0,40407.86453,0,437.6235435,1943.591042,197.850796,23/08/2021 11:00,,
5628,-5323.995377,0,5323.995377,-5323.995377,0,-5919.950465,-3249.40332,0,-9.09E-13,3249.40332,5919.950465,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,40659.81011,0,1529.783515,3414.016836,0,23/08/2021 12:00,,
5629,-7098.351161,0,7098.351161,-7098.351161,0,-5073.687302,-2321.3107,0,0,2321.3107,5073.687302,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,40911.75568,0,1584.124954,4448.161664,0,23/08/2021 13:00,,
5630,-8320.485492,0,8320.485492,-8320.485492,0,-4536.517749,-1533.048236,0,-9.09E-13,1533.048236,4536.517749,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,40911.75568,0.013534558,4878.681907,5158.606591,251.945575,23/08/2021 14:00,,
5631,-7818.589513,0,7818.589513,-7818.589513,0,-5100.575262,-1470.886703,0,0,1470.886703,5100.575262,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,40911.75568,0.036625952,5131.391566,4948.894996,251.945575,23/08/2021 15:00,,
5632,0,0,0,0,0,-5362.968732,-3991.189415,0,0,3991.189415,5362.968732,-9218.224431,9218.224431,-163.775561,135.9337156,0,0,40911.75568,0.063616771,0,0,163.775561,23/08/2021 16:00,,
5633,4578.577092,-4578.577092,0,0,4578.577092,-1102.760151,-3475.816942,0,0,3475.816942,1102.760151,0,0,0,0,0,0,40911.75568,0.119766373,-1303.515299,-3225.843796,0,23/08/2021 17:00,,
5634,8191.679138,-8191.679138,0,0,8191.679138,0,-8191.679138,0,0,8191.679138,0,0,0,0,0,0,0,40911.75568,0.097622462,-2220.107934,-5739.104863,0,23/08/2021 18:00,,
5635,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,40911.75568,0.059268133,-28.28458482,-30.62260196,251.945575,23/08/2021 19:00,,
5636,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,40911.75568,0.069504288,0,-31.07057716,251.945575,23/08/2021 20:00,,
5637,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,40911.75568,0.063217918,-18.17800551,-31.10398067,251.945575,23/08/2021 21:00,,
5638,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,40911.75568,0.053707533,-30.00382222,-31.88301197,251.945575,23/08/2021 22:00,,
5639,0,0,0,0,0,0,-14153.79157,0,0,14153.79157,0,-13948.11005,13948.11005,-247.8090617,205.6815212,0,0,40911.75568,0.063994757,0,0,247.8090617,23/08/2021 23:00,,
5640,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,40911.75568,0.059064308,-35.96559799,-32.78024989,251.945575,24/08/2021 0:00,,
5641,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,41017.86793,0.053274588,0,0,145.8333302,24/08/2021 1:00,,
5642,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,41123.98017,0.04445086,0,0,145.8333302,24/08/2021 2:00,,
5643,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,41230.09242,0.038232091,0,0,145.8333302,24/08/2021 3:00,,
5644,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,41336.20466,0.034673252,0,0,145.8333302,24/08/2021 4:00,,
5645,0,0,0,0,0,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,252.6208476,106.1122448,0,41442.31691,0.037006568,0,0,145.8333302,24/08/2021 5:00,,
5646,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,41442.31691,0.057908645,-23.7541166,-31.47501943,251.945575,24/08/2021 6:00,,
5647,15141.25332,-15141.25332,0,0,15141.25332,-2961.213494,-14433.5575,0,0,14433.5575,2961.213494,-2220.769769,2220.769769,-39.45530047,32.74789939,0,0,41442.31691,0.101493828,-6067.129758,-10460.77324,39.45530047,24/08/2021 7:00,,
5648,15141.25332,-15141.25332,0,0,15141.25332,-5876.906143,-11733.40989,0,0,11733.40989,5876.906143,-2433.182529,2433.182529,-43.22913122,35.88017891,0,0,41442.31691,0.143751355,-2158.583079,-10142.50117,43.22913122,24/08/2021 8:00,,
5649,15141.25332,-15141.25332,0,0,15141.25332,-8122.522525,-12757.25491,0,0,12757.25491,8122.522525,-5655.132441,5655.132441,-100.4718962,83.39167381,0,0,41442.31691,0.102563348,-4560.393314,-9670.474778,100.4718962,24/08/2021 9:00,,
5650,6016.623091,-6016.623091,0,0,6016.623091,-8298.237703,-12108.43687,0,0,12108.43687,8298.237703,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,41442.31691,0.060959735,-4312.598409,-3760.893957,251.945575,24/08/2021 10:00,,
5651,0,0,0,0,0,-7274.726276,-7218.622887,-7214.934611,0,7218.622887,7274.726276,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,41694.26248,0.002425544,0,0,0,24/08/2021 11:00,,
5652,0,0,0,0,0,-94.50862815,-14398.84053,0,-5232.72742,14398.84053,94.50862815,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,41946.20806,0,0,0,0,24/08/2021 12:00,,
5653,0,0,0,0,0,-1188.619264,-13304.7299,0,-4382.731158,13304.7299,1188.619264,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,42198.15363,0,0,0,0,24/08/2021 13:00,,
5654,0,0,0,0,0,-59.79166539,-14433.5575,0,-5693.877994,14433.5575,59.79166539,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,42450.09921,0.011634914,0,0,0,24/08/2021 14:00,,
5655,4927.099415,-4927.099415,0,0,4927.099415,-4986.89108,-14433.5575,-1.82E-12,0,14433.5575,4986.89108,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,42702.04478,0.035717523,-3960.890941,-2932.858898,0,24/08/2021 15:00,,
5656,2046.172119,-2046.172119,0,0,2046.172119,-2223.445608,-14272.91533,0,0,14272.91533,2223.445608,-14180.93665,14180.93665,-251.945575,269.2521677,146.6764401,0,42848.72122,0.055204477,-400.47458,-1299.560875,105.2691349,24/08/2021 16:00,,
5657,0,0,0,0,0,-189.8667354,-12084.16953,0,0,12084.16953,189.8667354,-12095.67117,12095.67117,-214.8977111,178.3651002,0,0,42848.72122,0.07253688,0,0,214.8977111,24/08/2021 17:00,,
5658,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,42848.72122,0.089351512,-7.536531875,-30.43277168,251.945575,24/08/2021 18:00,,
5659,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,42848.72122,0.060255616,-9.64453338,-30.3789322,251.945575,24/08/2021 19:00,,
5660,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,42848.72122,0.073199325,-8.829873566,-30.44775053,251.945575,24/08/2021 20:00,,
5661,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,42848.72122,0.063589557,-20.7165219,-30.98312062,251.945575,24/08/2021 21:00,,
5662,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,42848.72122,0.063736174,-23.27830918,-31.15596684,251.945575,24/08/2021 22:00,,
5663,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,42848.72122,0.064603712,-25.68294405,-31.62620136,251.945575,24/08/2021 23:00,,
5664,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,-1468.092622,41380.6286,0.064614238,-15.22614217,-31.51457261,1720.038197,25/08/2021 0:00,,
5665,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,41380.6286,0.054239748,-26.00551625,-31.35504965,251.945575,25/08/2021 1:00,,
5666,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,41380.6286,0.050313942,-37.16056596,-31.24414109,251.945575,25/08/2021 2:00,,
5667,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,41380.6286,0.045008267,-29.9248662,-31.11270429,251.945575,25/08/2021 3:00,,
5668,43.50602036,-43.50602036,0,0,43.50602036,0,-14433.5575,0,0,14433.5575,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,41380.6286,0.049746154,-37.89629232,-31.10228103,251.945575,25/08/2021 4:00,,
5669,0,0,0,0,0,0,-14385.93361,0,0,14385.93361,0,-14176.87862,14176.87862,-251.873478,209.0549868,0,0,41380.6286,0.060880073,0,0,251.873478,25/08/2021 5:00,,
5670,14059.8806,-14059.8806,0,0,14059.8806,0,-14059.8806,0,0,14059.8806,0,0,0,0,0,0,0,41380.6286,0.240171113,-10848.90312,-9997.126822,0,25/08/2021 6:00,,
5671,0,0,0,0,0,-4453.966995,-10039.38217,-3583.34513,0,10039.38217,4453.966995,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,41632.57417,0.006065,0,0,0,25/08/2021 7:00,,
5672,0,0,0,0,0,-5382.517759,-9110.831404,0,-2636.934253,9110.831404,5382.517759,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,41884.51975,0,0,0,0,25/08/2021 8:00,,
5673,0,0,0,0,0,-8636.931655,-5856.417508,-681.4665724,0,5856.417508,8636.931655,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,42136.46532,0,0,0,0,25/08/2021 9:00,,
5674,0,0,0,0,0,-3827.756433,-10665.59273,0,-4707.048146,10665.59273,3827.756433,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,42388.4109,0,0,0,0,25/08/2021 10:00,,
5675,0,0,0,0,0,-8293.756376,-6199.592787,-6402.361616,0,6199.592787,8293.756376,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,42640.35647,0,0,0,0,25/08/2021 11:00,,
5676,0,0,0,0,0,-2103.279923,-12390.06924,0,-5997.543547,12390.06924,2103.279923,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,42892.30205,0,0,0,0,25/08/2021 12:00,,
5677,0,0,0,0,0,-7820.740553,-6672.60861,-5570.29226,0,6672.60861,7820.740553,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,43144.24762,0,0,0,0,25/08/2021 13:00,,
5678,0,0,0,0,0,-6960.561691,-7532.787472,-2530.882995,0,7532.787472,6960.561691,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,43396.1932,0,0,0,0,25/08/2021 14:00,,
5679,0,0,0,0,0,-5553.272294,-8940.076869,0,-1742.209601,8940.076869,5553.272294,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,43648.13877,0.006453333,0,0,0,25/08/2021 15:00,,
5680,-695.3170828,0,695.3170828,-695.3170828,0,-6052.385461,-7642.348933,-9.09E-13,0,7642.348933,6052.385461,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,43648.13877,0.039651418,430.1064266,447.9295433,251.945575,25/08/2021 16:00,,
5681,0,0,0,0,0,-1165.144935,-7911.805037,-9.09E-13,0,7911.805037,1165.144935,-8945.044618,8945.044618,-158.9221125,131.9053534,0,0,43648.13877,0.058634358,0,0,158.9221125,25/08/2021 17:00,,
5682,8440.693659,-8440.693659,0,0,8440.693659,0,-8440.693659,0,0,8440.693659,0,0,0,0,0,0,0,43648.13877,0.297975808,-655.0987576,-5980.48039,0,25/08/2021 18:00,,
5683,8422.671106,-8422.671106,0,0,8422.671106,0,-8422.671106,0,0,8422.671106,0,0,0,0,0,0,0,43648.13877,0.13087847,-5151.809146,-5978.95246,0,25/08/2021 19:00,,
