,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtail_wind,curtail_solar,CP_wind,CP_pv,CP_el,el_pin,el_pout,comp_pin,h2_storage_pin,h2_storage_pout,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Time,,
0,0,0,0,0,0,0,-865.4387099,0,0,865.4387099,0,-852.8622388,852.8622388,-15.1523748,12.57647109,0,0,0,0.037942625,0,0,15.1523748,1/01/2021 0:00,,
1,0,0,0,0,0,0,-1015.601143,0,0,1015.601143,0,-1000.842527,1000.842527,-17.78146621,14.75861695,0,0,0,0.034325,0,0,17.78146621,1/01/2021 1:00,,
2,-13661.95552,0,13661.95552,-13661.95552,0,0,-728.095954,0,0,728.095954,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,0,0.028835833,12367.81277,10378.17765,251.945575,1/01/2021 2:00,,
3,-14090.15623,0,14090.15623,-14090.15623,0,0,-299.8952485,0,0,299.8952485,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,0,0.026915833,12782.18383,10691.49888,251.945575,1/01/2021 3:00,,
4,-14319.96955,0,14319.96955,-14319.96955,0,0,-70.08192516,0,0,70.08192516,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,0,0.030527903,12903.29891,10929.29924,251.945575,1/01/2021 4:00,,
5,-13525.19035,0,13525.19035,-13525.19035,0,0,-864.8611228,0,0,864.8611228,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,0,0.028493194,12106.42683,10213.09417,251.945575,1/01/2021 5:00,,
6,-11145.81618,0,11145.81618,-11145.81618,0,-2299.864021,-1047.668961,0,0,1047.668961,2299.864021,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,251.945575,0.015691042,9743.876435,8084.558976,0,1/01/2021 6:00,,
7,-9464.066751,0,9464.066751,-9464.066751,0,-3941.798528,-1036.136099,0,0,1036.136099,3941.798528,-14180.93665,14180.93665,-251.945575,261.0647278,126.7070745,0,378.6526495,0.017331827,6691.276223,6536.292853,125.2385005,1/01/2021 7:00,,
8,-8951.903053,0,8951.903053,-8951.903053,0,-3557.347871,-1880.800553,-2.27E-13,0,1880.800553,3557.347871,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,378.6526495,0.021827018,6775.342903,5997.281432,251.945575,1/01/2021 8:00,,
9,-4939.056033,0,4939.056033,-4939.056033,0,-6230.459232,-3220.536213,0,0,3220.536213,6230.459232,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,378.6526495,0.0316309,3663.651894,3357.897995,251.945575,1/01/2021 9:00,,
10,-6103.356411,0,6103.356411,-6103.356411,0,-6463.842008,-1822.853058,0,0,1822.853058,6463.842008,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,378.6526495,0.02705984,5509.86511,4076.608895,251.945575,1/01/2021 10:00,,
11,-4096.589104,0,4096.589104,-4096.589104,0,-6197.321,-4096.141373,0,0,4096.141373,6197.321,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,378.6526495,0.027918585,3054.876661,2678.676756,251.945575,1/01/2021 11:00,,
12,-1329.571315,0,1329.571315,-1329.571315,0,-7278.264166,-5782.215997,0,0,5782.215997,7278.264166,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,378.6526495,0.031453682,674.539505,899.840914,251.945575,1/01/2021 12:00,,
13,0,0,0,0,0,-8360.622487,-6132.726676,-782.8702646,0,6132.726676,8360.622487,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,630.5982245,0.030285336,0,0,0,1/01/2021 13:00,,
14,0,0,0,0,0,-7959.66168,-6533.687483,-636.2661489,0,6533.687483,7959.66168,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,882.5437995,0.030889582,0,0,0,1/01/2021 14:00,,
15,0,0,0,0,0,-5016.255563,-8897.422676,0,0,8897.422676,5016.255563,-13711.48602,13711.48602,-243.6050816,202.1922177,0,0,882.5437995,0.032161335,0,0,243.6050816,1/01/2021 15:00,,
16,0,0,0,0,0,-1894.657746,-8773.666993,0,0,8773.666993,1894.657746,-10513.29368,10513.29368,-186.7844055,155.0310566,0,0,882.5437995,0.035358961,0,0,186.7844055,1/01/2021 16:00,,
17,0,0,0,0,0,-1767.883373,-8013.780279,0,0,8013.780279,1767.883373,-9639.517468,9639.517468,-171.2604626,142.146184,0,0,882.5437995,0.036286703,0,0,171.2604626,1/01/2021 17:00,,
18,0,0,0,0,0,-440.8210291,-7170.305695,0,0,7170.305695,440.8210291,-7500.522572,7500.522572,-133.2580152,110.6041526,0,0,882.5437995,0.041060705,0,0,133.2580152,1/01/2021 18:00,,
19,0,0,0,0,0,0,-5250.904774,0,0,5250.904774,0,-5174.599137,5174.599137,-91.93450243,76.30563702,0,0,882.5437995,0.041752065,0,0,91.93450243,1/01/2021 19:00,,
20,0,0,0,0,0,0,-4071.664335,0,0,4071.664335,0,-4012.495306,4012.495306,-71.28798766,59.16902976,0,0,882.5437995,0.039003963,0,0,71.28798766,1/01/2021 20:00,,
21,0,0,0,0,0,0,-3702.497927,0,0,3702.497927,0,-3648.693587,3648.693587,-64.82450536,53.80433945,0,0,882.5437995,0.037024769,0,0,64.82450536,1/01/2021 21:00,,
22,0,0,0,0,0,0,-3972.771939,0,0,3972.771939,0,-3915.040004,3915.040004,-69.55654829,57.73193508,0,0,882.5437995,0.036360904,0,0,69.55654829,1/01/2021 22:00,,
23,0,0,0,0,0,0,-2387.778114,0,0,2387.778114,0,-2353.079155,2353.079155,-41.80597483,34.69895911,0,0,882.5437995,0.035588642,0,0,41.80597483,1/01/2021 23:00,,
24,0,0,0,0,0,0,-3767.193291,0,0,3767.193291,0,-3712.448805,3712.448805,-65.95721227,54.74448619,0,0,882.5437995,0.034987791,0,0,65.95721227,2/01/2021 0:00,,
25,-12158.27443,0,12158.27443,-12158.27443,0,0,-2231.777051,0,0,2231.777051,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,882.5437995,0.028842533,9001.634966,9185.788379,251.945575,2/01/2021 1:00,,
26,-12551.81583,0,12551.81583,-12551.81583,0,0,-1838.235651,0,0,1838.235651,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,882.5437995,0.026899475,10425.98972,9426.270488,251.945575,2/01/2021 2:00,,
27,-12755.25812,0,12755.25812,-12755.25812,0,0,-1634.793362,0,0,1634.793362,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,882.5437995,0.027278198,8679.996756,9632.843594,251.945575,2/01/2021 3:00,,
28,-13468.35568,0,13468.35568,-13468.35568,0,0,-921.6957926,0,0,921.6957926,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,882.5437995,0.031083653,11907.85071,10235.72682,251.945575,2/01/2021 4:00,,
29,-13312.04695,0,13312.04695,-13312.04695,0,0,-1078.004528,0,0,1078.004528,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,882.5437995,0.031454086,8275.018345,10143.75895,251.945575,2/01/2021 5:00,,
30,-10693.31076,0,10693.31076,-10693.31076,0,-3696.740717,0,0,0,0,3696.740717,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,882.5437995,0.025999062,8042.266197,7935.007924,251.945575,2/01/2021 6:00,,
31,-7883.636866,0,7883.636866,-7883.636866,0,-6506.414611,0,0,0,0,6506.414611,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,882.5437995,0.029945839,3429.736622,5661.360899,251.945575,2/01/2021 7:00,,
32,0,0,0,0,0,-8557.565001,-192.9645948,0,0,192.9645948,8557.565001,-8623.367752,8623.367752,-153.2070413,127.1618443,0,0,882.5437995,0.033228744,0,0,153.2070413,2/01/2021 8:00,,
33,0,0,0,0,0,-9071.502413,-364.0400684,0,0,364.0400684,9071.502413,-9298.426097,9298.426097,-165.2004636,137.1163848,0,0,882.5437995,0.033507107,0,0,165.2004636,2/01/2021 9:00,,
34,-4989.653536,0,4989.653536,-4989.653536,0,-9071.502413,-328.8955279,0,0,328.8955279,9071.502413,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,882.5437995,0.028993333,2208.949681,3381.190188,251.945575,2/01/2021 10:00,,
35,-5760.733692,0,5760.733692,-5760.733692,0,-8412.039814,-232.3491959,0,0,232.3491959,8412.039814,-14180.93665,14180.93665,-251.945575,224.1860518,36.75908422,0,919.3028838,0.024357813,4677.097869,3700.935326,215.1864908,2/01/2021 11:00,,
36,-5220.193132,0,5220.193132,-5220.193132,0,-8771.725245,-501.4307864,-3.98E-13,0,501.4307864,8771.725245,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,1171.248459,0.018562346,3513.55671,3349.722056,0,2/01/2021 12:00,,
37,-4764.524001,0,4764.524001,-4764.524001,0,-9002.395639,-726.4295235,0,0,726.4295235,9002.395639,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,1423.194034,0.021483533,3910.225193,3058.306179,0,2/01/2021 13:00,,
38,-5793.52506,0,5793.52506,-5793.52506,0,-7475.678399,-1120.848019,0,0,1120.848019,7475.678399,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1423.194034,0.031621923,2606.232273,3849.427264,251.945575,2/01/2021 14:00,,
39,0,0,0,0,0,-7793.616733,-1555.931807,-6.82E-13,0,1555.931807,7793.616733,-9213.681811,9213.681811,-163.6948545,135.8667292,0,0,1423.194034,0.032781285,0,0,163.6948545,2/01/2021 15:00,,
40,0,0,0,0,0,-5643.169578,-2268.6916,0,0,2268.6916,5643.169578,-7796.886781,7796.886781,-138.5233692,114.9743964,0,0,1423.194034,0.034914178,0,0,138.5233692,2/01/2021 16:00,,
41,0,0,0,0,0,-4044.751112,-2364.340427,0,0,2364.340427,4044.751112,-6315.955244,6315.955244,-112.2124028,93.13629433,0,0,1423.194034,0.040146523,0,0,112.2124028,2/01/2021 17:00,,
42,0,0,0,0,0,-925.0401691,-2608.256671,-4.55E-13,0,2608.256671,925.0401691,-3481.951314,3481.951314,-61.86207919,51.34552573,0,0,1423.194034,0.042575332,0,0,61.86207919,2/01/2021 18:00,,
43,0,0,0,0,0,0,-2916.606018,0,0,2916.606018,0,-2874.222184,2874.222184,-51.06486113,42.38383474,0,0,1423.194034,0.064303671,0,0,51.06486113,2/01/2021 19:00,,
44,0,0,0,0,0,0,-2103.837943,0,0,2103.837943,0,-2073.265175,2073.265175,-36.83466046,30.57276819,0,0,1423.194034,0.038511146,0,0,36.83466046,2/01/2021 20:00,,
45,0,0,0,0,0,0,-1427.003862,0,0,1427.003862,0,-1406.266781,1406.266781,-24.98443519,20.73708121,0,0,1423.194034,0.032402664,0,0,24.98443519,2/01/2021 21:00,,
46,0,0,0,0,0,0,-1264.094204,0,0,1264.094204,0,-1245.72451,1245.72451,-22.13216135,18.36969392,0,0,1423.194034,0.034856782,0,0,22.13216135,2/01/2021 22:00,,
47,0,0,0,0,0,0,-1235.401087,0,0,1235.401087,0,-1217.448358,1217.448358,-21.62979317,17.95272833,0,0,1423.194034,0.03649027,0,0,21.62979317,2/01/2021 23:00,,
48,0,0,0,0,0,0,-1361.536,0,0,1361.536,0,-1341.750292,1341.750292,-23.83820315,19.78570861,0,-90.33779158,1332.856242,0.037752062,0,0,114.1759947,3/01/2021 0:00,,
49,0,0,0,0,0,0,-1694.116452,0,0,1694.116452,0,-1669.497717,1669.497717,-29.66112694,24.61873536,0,0,1332.856242,0.034041074,0,0,29.66112694,3/01/2021 1:00,,
50,-13464.96466,0,13464.96466,-13464.96466,0,0,-925.0868206,0,0,925.0868206,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.031891873,10902.24839,10262.33868,251.945575,3/01/2021 2:00,,
51,-13694.90044,0,13694.90044,-13694.90044,0,0,-695.1510406,0,0,695.1510406,0,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.028000076,11131.35902,10371.10877,251.945575,3/01/2021 3:00,,
52,0,0,0,0,0,0,-942.7042467,0,0,942.7042467,0,-929.0049603,929.0049603,-16.50516427,13.69928634,0,0,1332.856242,0.035216667,0,0,16.50516427,3/01/2021 4:00,,
53,0,0,0,0,0,0,-1869.758537,0,0,1869.758537,0,-1842.587388,1842.587388,-32.73632415,27.17114905,0,0,1332.856242,0.034296141,0,0,32.73632415,3/01/2021 5:00,,
54,-9097.513084,0,9097.513084,-9097.513084,0,-3190.822521,-2101.715872,0,-4.55E-13,2101.715872,3190.822521,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.027982611,5344.60622,6676.599527,251.945575,3/01/2021 6:00,,
55,-8169.688808,0,8169.688808,-8169.688808,0,-5823.130223,-397.2324462,-3.98E-13,0,397.2324462,5823.130223,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.028420974,3371.503334,5736.304526,251.945575,3/01/2021 7:00,,
56,-5254.342345,0,5254.342345,-5254.342345,0,-8009.663851,-1126.045282,0,0,1126.045282,8009.663851,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.031618439,3327.292074,3624.948782,251.945575,3/01/2021 8:00,,
57,-3821.030597,0,3821.030597,-3821.030597,0,-9071.502413,-1497.518467,-4.55E-13,0,1497.518467,9071.502413,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.031712921,1647.272946,2559.377404,251.945575,3/01/2021 9:00,,
58,-3557.977444,0,3557.977444,-3557.977444,0,-9071.502413,-1760.57162,0,0,1760.57162,9071.502413,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.017727887,2284.491719,2266.668534,251.945575,3/01/2021 10:00,,
59,-3702.021639,0,3702.021639,-3702.021639,0,-9071.502413,-1616.527426,-6.82E-13,0,1616.527426,9071.502413,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.022015,3241.906353,2429.382334,251.945575,3/01/2021 11:00,,
60,-2778.373173,0,2778.373173,-2778.373173,0,-9071.502413,-2540.175891,0,0,2540.175891,9071.502413,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.021939215,2399.241904,1810.992513,251.945575,3/01/2021 12:00,,
61,-1629.360131,0,1629.360131,-1629.360131,0,-9071.502413,-3689.188933,-4.55E-13,0,3689.188933,9071.502413,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1332.856242,0.007138245,880.4735361,1045.219122,251.945575,3/01/2021 13:00,,
62,0,0,0,0,0,-9032.585629,-5460.763534,-1158.951163,0,5460.763534,9032.585629,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,1584.801817,0.023081458,0,0,0,3/01/2021 14:00,,
63,0,0,0,0,0,-8496.949162,-5996.400001,-1121.437623,0,5996.400001,8496.949162,-14180.93665,14180.93665,-251.945575,312.412513,251.945575,0,1836.747392,0.026614783,0,0,0,3/01/2021 15:00,,
64,0,0,0,0,0,-7352.677775,-6117.098633,0,0,6117.098633,7352.677775,-13274.03493,13274.03493,-235.8331079,195.7414795,0,0,1836.747392,0.033633939,0,0,235.8331079,3/01/2021 16:00,,
65,0,0,0,0,0,-4842.1914,-4328.602311,0,0,4328.602311,4842.1914,-9037.52463,9037.52463,-160.5651584,133.2690815,0,0,1836.747392,0.039634,0,0,160.5651584,3/01/2021 17:00,,
66,0,0,0,0,0,-916.7850937,-3783.552986,0,0,3783.552986,916.7850937,-4632.033224,4632.033224,-82.29500652,68.30485541,0,0,1836.747392,0.043839189,0,0,82.29500652,3/01/2021 18:00,,
67,0,0,0,0,0,0,-4204.93847,0,0,4204.93847,0,-4143.832714,4143.832714,-73.62139339,61.10575651,0,0,1836.747392,0.041164978,0,0,73.62139339,3/01/2021 19:00,,
68,0,0,0,0,0,0,-3831.474344,0,0,3831.474344,0,-3775.795732,3775.795732,-67.08266529,55.67861219,0,0,1836.747392,0.039251107,0,0,67.08266529,3/01/2021 20:00,,
69,0,0,0,0,0,0,-2922.367092,0,0,2922.367092,0,-2879.899538,2879.899538,-51.16572784,42.4675541,0,0,1836.747392,0.035568721,0,0,51.16572784,3/01/2021 21:00,,
70,0,0,0,0,0,0,-3109.232327,0,0,3109.232327,0,-3064.049265,3064.049265,-54.4374235,45.1830615,0,0,1836.747392,0.037859741,0,0,54.4374235,3/01/2021 22:00,,
71,0,0,0,0,0,0,-3567.742067,0,0,3567.742067,0,-3515.895987,3515.895987,-62.46515712,51.84608041,0,0,1836.747392,0.036819609,0,0,62.46515712,3/01/2021 23:00,,
72,0,0,0,0,0,0,-3111.694725,0,0,3111.694725,0,-3066.475881,3066.475881,-54.48053595,45.21884484,0,0,1836.747392,0.036749391,0,0,54.48053595,4/01/2021 0:00,,
73,0,0,0,0,0,0,-2446.004197,0,0,2446.004197,0,-2410.459102,2410.459102,-42.82541552,35.54509488,0,0,1836.747392,0.033205608,0,0,42.82541552,4/01/2021 1:00,,
74,0,0,0,0,0,0,-3846.304351,0,0,3846.304351,0,-3790.410231,3790.410231,-67.34231375,55.89412041,0,0,1836.747392,0.032351863,0,0,67.34231375,4/01/2021 2:00,,
75,0,0,0,0,0,0,-4331.473919,0,0,4331.473919,0,-4268.529361,4268.529361,-75.83681607,62.94455733,0,0,1836.747392,0.032240235,0,0,75.83681607,4/01/2021 3:00,,
76,0,0,0,0,0,0,-4949.019095,0,0,4949.019095,0,-4877.100431,4877.100431,-86.64899244,71.91866372,0,0,1836.747392,0.034640682,0,0,86.64899244,4/01/2021 4:00,,
77,0,0,0,0,0,0,-5308.052729,0,0,5308.052729,0,-5230.916623,5230.916623,-92.93506691,77.13610553,0,0,1836.747392,0.035594834,0,0,92.93506691,4/01/2021 5:00,,
78,0,0,0,0,0,-2769.695743,-4926.25747,-9.09E-13,0,4926.25747,2769.695743,-7584.116371,7584.116371,-134.7431843,111.8368429,0,0,1836.747392,0.035229447,0,0,134.7431843,4/01/2021 6:00,,
79,0,0,0,0,0,-5623.121538,-5865.308938,0,-9.09E-13,5865.308938,5623.121538,-11321.48172,11321.48172,-201.1430763,166.9487533,0,0,1836.747392,0.039708638,0,0,201.1430763,4/01/2021 7:00,,
80,153.9064951,-153.9064951,0,0,153.9064951,-8454.022769,-6089.935203,0,0,6089.935203,8454.022769,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1836.747392,0.041757922,-108.4537856,-111.3586996,251.945575,4/01/2021 8:00,,
81,0,0,0,0,0,-9071.502413,-5129.899262,0,0,5129.899262,9071.502413,-13995.02829,13995.02829,-248.6426346,206.3733867,0,0,1836.747392,0.042029122,0,0,248.6426346,4/01/2021 9:00,,
82,0,0,0,0,0,-9071.502413,-5277.224274,0,0,5277.224274,9071.502413,-14140.21239,14140.21239,-251.2220475,208.5142994,0,0,1836.747392,0.037659248,0,0,251.2220475,4/01/2021 10:00,,
83,2877.36095,-2877.36095,0,0,2877.36095,-9071.502413,-8195.910014,0,0,8195.910014,9071.502413,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1836.747392,0.040742232,-2619.832257,-2010.029817,251.945575,4/01/2021 11:00,,
84,1995.257424,-1995.257424,0,0,1995.257424,-9071.502413,-7313.806488,0,-1.82E-12,7313.806488,9071.502413,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1836.747392,0.042604665,-1805.588104,-1376.540743,251.945575,4/01/2021 12:00,,
85,2568.684879,-2568.684879,0,0,2568.684879,-9071.502413,-7951.068202,-9.09E-13,0,7951.068202,9071.502413,-14180.93665,14180.93665,-251.945575,272.949086,155.693314,0,1992.440706,0.039812157,-2213.701481,-1735.105688,96.25226096,4/01/2021 13:00,,
86,2673.940487,-2673.940487,0,0,2673.940487,-7887.252875,-9176.739089,0,-9.09E-13,9176.739089,7887.252875,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1992.440706,0.042971517,-2368.441552,-1849.035334,251.945575,4/01/2021 14:00,,
87,1206.134649,-1206.134649,0,0,1206.134649,-6992.402696,-8603.78343,0,-9.09E-13,8603.78343,6992.402696,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1992.440706,0.045628698,-1117.157204,-852.8026164,251.945575,4/01/2021 15:00,,
88,1027.840032,-1027.840032,0,0,1027.840032,-6706.423296,-8711.468213,0,-9.09E-13,8711.468213,6706.423296,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1992.440706,0.040277245,-812.5424421,-709.4759441,251.945575,4/01/2021 16:00,,
89,12363.07368,-12363.07368,0,0,12363.07368,-4418.47017,-7944.603512,0,0,7944.603512,4418.47017,0,0,0,0,0,0,1992.440706,0.173274217,-11259.88273,-8666.202048,0,4/01/2021 17:00,,
90,0,0,0,0,0,-850.3907011,-7787.102866,0,0,7787.102866,850.3907011,-8511.974351,8511.974351,-151.2279707,125.5192157,0,0,1992.440706,0.045932263,0,0,151.2279707,4/01/2021 18:00,,
91,0,0,0,0,0,0,-9858.903605,0,0,9858.903605,0,-9715.634978,9715.634978,-172.6128042,143.2686275,0,0,1992.440706,0.048164171,0,0,172.6128042,4/01/2021 19:00,,
92,0,0,0,0,0,0,-6189.089861,0,0,6189.089861,0,-6099.15061,6099.15061,-108.3605438,89.93925138,0,0,1992.440706,0.043678352,0,0,108.3605438,4/01/2021 20:00,,
93,0,0,0,0,0,0,-4479.760215,0,0,4479.760215,0,-4414.660775,4414.660775,-78.43305946,65.09943935,0,0,1992.440706,0.039270129,0,0,78.43305946,4/01/2021 21:00,,
94,0,0,0,0,0,0,-3824.087148,0,0,3824.087148,0,-3768.515886,3768.515886,-66.95332793,55.57126218,0,0,1992.440706,0.041169204,0,0,66.95332793,4/01/2021 22:00,,
95,0,0,0,0,0,0,-3350.779036,0,0,3350.779036,0,-3302.085841,3302.085841,-58.66649971,48.69319476,0,0,1992.440706,0.038630887,0,0,58.66649971,4/01/2021 23:00,,
96,0,0,0,0,0,0,-3036.48748,0,0,3036.48748,0,-2992.36154,2992.36154,-53.1637837,44.12594047,0,-350.8406648,1641.600041,0.039908479,0,0,404.0044485,5/01/2021 0:00,,
97,0,0,0,0,0,0,-2538.152295,0,0,2538.152295,0,-2501.268113,2501.268113,-44.43877359,36.88418208,0,0,1641.600041,0.039604181,0,0,44.43877359,5/01/2021 1:00,,
98,0,0,0,0,0,0,-2268.171159,0,0,2268.171159,0,-2235.210316,2235.210316,-39.71185841,32.96084248,0,0,1641.600041,0.039014981,0,0,39.71185841,5/01/2021 2:00,,
99,0,0,0,0,0,0,-1998.090526,0,0,1998.090526,0,-1969.054469,1969.054469,-34.98320123,29.03605702,0,0,1641.600041,0.037422248,0,0,34.98320123,5/01/2021 3:00,,
100,0,0,0,0,0,0,-3131.480654,0,0,3131.480654,0,-3085.974282,3085.974282,-54.82695425,45.50637203,0,0,1641.600041,0.037868572,0,0,54.82695425,5/01/2021 4:00,,
101,0,0,0,0,0,0,-6283.449322,0,0,6283.449322,0,-6192.138848,6192.138848,-110.0126191,91.31047388,0,0,1641.600041,0.037569617,0,0,110.0126191,5/01/2021 5:00,,
102,-9318.13045,0,9318.13045,-9318.13045,0,-1931.923515,-3139.997512,0,0,3139.997512,1931.923515,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1641.600041,0.032036425,6193.244979,6841.967845,251.945575,5/01/2021 6:00,,
103,-4377.662392,0,4377.662392,-4377.662392,0,-4747.96561,-5264.423475,0,0,5264.423475,4747.96561,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1641.600041,0.028712333,3725.193557,3061.639225,251.945575,5/01/2021 7:00,,
104,-4224.147335,0,4224.147335,-4224.147335,0,-6876.59578,-3289.308362,0,0,3289.308362,6876.59578,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1641.600041,0.030076672,4056.951478,2918.637763,251.945575,5/01/2021 8:00,,
105,-5591.54824,0,5591.54824,-5591.54824,0,-6843.811338,-1954.691899,-4.55E-13,0,1954.691899,6843.811338,-14180.93665,14180.93665,-251.945575,209.1148273,0,0,1641.600041,0.032039238,4107.382812,3787.018199,251.945575,5/01/2021 9:00,,
106,0,0,0,0,0,-8062.024615,-1976.014148,0,0,1976.014148,8062.024615,-9892.166961,9892.166961,-175.7491592,145.8718021,0,0,1641.600041,0.033550795,0,0,175.7491592,5/01/2021 10:00,,
107,0,0,0,0,0,-8555.913986,-2448.745695,0,0,2448.745695,8555.913986,-10844.74104,10844.74104,-192.6730641,159.9186432,0,0,1641.600041,0.038102993,0,0,192.6730641,5/01/2021 11:00,,
108,0,0,0,0,0,-8631.624821,-3813.773239,-4.55E-13,0,3813.773239,8631.624821,-12264.54275,12264.54275,-217.8979676,180.8553131,0,0,1641.600041,0.059026703,0,0,217.8979676,5/01/2021 12:00,,
109,0,0,0,0,0,-8609.218188,-5314.596504,0,0,5314.596504,8609.218188,-13721.47517,13721.47517,-243.7825538,202.3395197,0,0,1641.600041,0.051521648,0,0,243.7825538,5/01/2021 13:00,,
110,15141.25332,-15141.25332,0,0,15141.25332,-8101.648977,-7105.965455,0,0,7105.965455,8101.648977,-65.39675591,65.39675591,-1.161871298,0.964353177,0,0,1641.600041,0.085767517,-13569.43285,-10473.11818,1.161871298,5/01/2021 14:00,,
111,14299.29726,-14299.29726,0,0,14299.29726,-6974.35946,-7324.937795,0,0,7324.937795,6974.35946,0,0,0,0,0,0,1641.600041,0.083162535,-12501.476,-9985.478132,0,5/01/2021 15:00,,
112,0,0,0,0,0,-4916.13329,-6649.281339,0,0,6649.281339,4916.13329,-11397.34715,11397.34715,-202.4909392,168.0674795,0,0,1641.600041,0.045985036,0,0,202.4909392,5/01/2021 16:00,,
113,0,0,0,0,0,-1931.569726,-5680.731091,0,0,5680.731091,1931.569726,-7501.679603,7501.679603,-133.2785716,110.6212144,0,0,1641.600041,0.054184914,0,0,133.2785716,5/01/2021 17:00,,
114,0,0,0,0,0,-163.3325643,-5351.551872,0,0,5351.551872,163.3325643,-5434.742673,5434.742673,-96.5563419,80.14176378,0,0,1641.600041,0.067432388,0,0,96.5563419,5/01/2021 18:00,,
115,0,0,0,0,0,0,-6695.86843,0,0,6695.86843,0,-6598.564722,6598.564722,-117.2333834,97.30370821,0,0,1641.600041,0.054876596,0,0,117.2333834,5/01/2021 19:00,,
116,0,0,0,0,0,0,-5806.248109,0,0,5806.248109,0,-5721.872277,5721.872277,-101.6576293,84.3758323,0,0,1641.600041,0.04386955,0,0,101.6576293,5/01/2021 20:00,,
117,0,0,0,0,0,0,-6099.85623,0,0,6099.85623,0,-6011.213713,6011.213713,-106.7982132,88.64251694,0,0,1641.600041,0.039348409,0,0,106.7982132,5/01/2021 21:00,,
118,0,0,0,0,0,0,-6598.453166,0,0,6598.453166,0,-6502.565087,6502.565087,-115.5278061,95.88807908,0,0,1641.600041,0.037515135,0,0,115.5278061,5/01/2021 22:00,,
119,0,0,0,0,0,0,-5679.14936,0,0,5679.14936,0,-5596.620514,5596.620514,-99.43234416,82.52884565,0,0,1641.600041,0.033249878,0,0,99.43234416,5/01/2021 23:00,,
120,0,0,0,0,0,0,-4848.159739,0,0,4848.159739,0,-4777.706754,4777.706754,-84.88311491,70.45298538,0,-414.3845092,1227.215532,0.03711815,0,0,499.2676241,6/01/2021 0:00,,
121,0,0,0,0,0,0,-4230.721712,0,0,4230.721712,0,-4169.241276,4169.241276,-74.07281455,61.48043607,0,0,1227.215532,0.03316015,0,0,74.07281455,6/01/2021 1:00,,
122,0,0,0,0,0,0,-3791.302449,0,0,3791.302449,0,-3736.207611,3736.207611,-66.37932304,55.09483812,0,0,1227.215532,0.032425218,0,0,66.37932304,6/01/2021 2:00,,
123,-10401.52704,0,10401.52704,-10401.52704,0,0,-3248.218042,0,0,3248.218042,0,-13451.38831,13451.38831,-238.9840563,198.3567668,0,0,1227.215532,0.032201969,6916.538748,7958.014909,238.9840563,6/01/2021 3:00,,
