,Location,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_GCO,EI_MEF,EI_MeanEI,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval
0,QLD1,2021,5.077252443303189,83043369.2954916,60,1.0,4341.411135502552,-0.0,0.0,0.0,-0.0,0.0,0.0,-13043405.635018349,-0.0,16051.369112856351,25780.826174058613,20442.96462961936,17309.78765671737,0,0.0,1576800.0,981.0149020683555,0,0,0,24
1,TAS1,2021,4.315381964129196,70292257.49633726,60,1.0,4948.198008986326,-0.0,0.0,0.0,-0.0,0.0,0.0,-18825287.242925204,-0.0,20588.882779788408,10449.552075543243,17936.087869671894,18344.796859676,0,0.0,1576800.0,1595.2511734069521,0,0,0,24
2,SA1,2021,4.379733585216681,72067449.06791359,60,1.0,5522.752976215548,-0.0,0.0,0.0,-0.0,0.0,0.0,-16431538.36464442,-0.0,18446.935652735538,16145.352194014476,16070.122032966769,19290.60189106162,0,0.0,1576800.0,1478.5641348000247,0,0,0,24
3,NSW1,2021,4.639275546392519,74411734.99199995,60,1.0,3890.4196245574744,-0.0,0.0,0.0,-0.0,0.0,0.0,-2480462.6983265737,-0.0,28030.328286008495,0.0,22812.7870128687,105591.71208914673,0,0.0,1576800.0,73601.92225675724,0,0,0,24
4,VIC1,2021,5.239264669149955,86240433.00455351,60,0.9999999999999999,4614.5559891387875,-0.0,0.0,0.0,-0.0,0.0,0.0,-22059856.163485285,-0.0,24306.995403894824,17643.337773373958,19232.90442127194,20434.244876400076,0,0.0,1576800.0,1793.7999885398517,0,0,0,24
