,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",1019871.0943784768,808900.4879661613,836995.5185820049,1277499.999999998
1,"(0.45, 1.5)",17465.981251631336,65997.11614538003,0.0,0.0
2,"(1.5, 2.5)",15007.572862955056,76549.68387951993,111234.81078995595,0.0
3,"(2.5, 4)",23578.97322991393,58474.626621774965,111405.98019638717,0.0
4,"(4, inf)",201576.378277021,267578.08538716176,217863.69043165,0.0
