,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",1188680.912,1088666.165,1277500,1277500
1,"(0.45, 1.5)",16272.16572,162157.9539,0,0
2,"(1.5, 2.5)",10921.88869,14412.48285,0,0
3,"(2.5, 4)",13436.5805,9059.084831,0,0
4,"(4, inf)",48188.45269,3204.313536,0,0
