,Interval,Hourly,Daily,Monthly,Yearly
0,"(-inf, 0.45)",418937.3741132836,25440.901724955715,0.0,0.0
1,"(0.45, 1.5)",8025.249138636735,13562.708499792307,0.0,0.0
2,"(1.5, 2.5)",14938.485340446852,18066.59899374708,0.0,0.0
3,"(2.5, 4)",43771.53840179233,40114.7148332633,0.0,0.0
4,"(4, inf)",791827.3530058416,1180315.0759482426,1277500.000000001,1277500.0000000012
